fullpart_time,gender,months_work,respect,hr_wage,fullpart_time_char,gender_char
(2) Part-time worker,(2) Female,12,(4) Disagree,11.5,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,12,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14.13461538462,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,9.64285714286,Part-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,2,(2) Agree,10,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,8.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.33333333334,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,13,Part-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,13.425,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,8.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,28.47222222223,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,11.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,41.77777777778,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,15,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,15.55555555556,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,9.75,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,10.625,Full-time,Female
(1) Full-time worker,(2) Female,11,(3) Neither agree nor disagree,18.3,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,2,(1) Strongly agree,14.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15,Full-time,Female
(2) Part-time worker,(2) Female,1,(1) Strongly agree,13,Part-time,Female
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,107.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,20,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,6,(1) Strongly agree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,12,Part-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,10.5,Part-time,Female
(2) Part-time worker,NA,12,NA,NA,Part-time,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20.29914529915,Full-time,Female
(1) Full-time worker,(2) Female,11,(2) Agree,12.85714285715,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,13.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11,Full-time,Female
(1) Full-time worker,(1) Male,10,(2) Agree,15.59563409564,Full-time,Male
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,14.9,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,11.35,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
(2) Part-time worker,(2) Female,6,(4) Disagree,23.8,Part-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,17.13076923077,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.538461538469999,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,15,Part-time,Female
(1) Full-time worker,(2) Female,4,(3) Neither agree nor disagree,8,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.30000000001,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,50,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17.18,Full-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,20.83333333334,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.28671328672,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,28.47222222223,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15.78040540541,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,31.11111111112,Full-time,Female
NA,(2) Female,10,(2) Agree,NA,NA,Female
(1) Full-time worker,(2) Female,12,(2) Agree,23,Full-time,Female
(2) Part-time worker,(2) Female,1,(2) Agree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.24,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,10,Part-time,Female
(2) Part-time worker,(1) Male,9,(1) Strongly agree,16.60000000001,Part-time,Male
(2) Part-time worker,(2) Female,NA,(1) Strongly agree,27.02702702703,Part-time,Female
(2) Part-time worker,(2) Female,11,(1) Strongly agree,10.5,Part-time,Female
(1) Full-time worker,(2) Female,6,(2) Agree,20,Full-time,Female
(2) Part-time worker,(2) Female,9,(3) Neither agree nor disagree,13.99,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,11.08,Part-time,Female
NA,(2) Female,5,(2) Agree,12,NA,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,19,Full-time,Male
(1) Full-time worker,(2) Female,10,(2) Agree,10.51862673485,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8.74,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,9.57446808511,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,9,(3) Neither agree nor disagree,24.18604651163,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,15.625,Full-time,Female
(2) Part-time worker,NA,1,(1) Strongly agree,12,Part-time,NA
(2) Part-time worker,(2) Female,11,(2) Agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,11.125,Part-time,Female
(1) Full-time worker,(2) Female,1,(5) Strongly disagree,15.45,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12.24,Part-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,18.75,Full-time,Female
(2) Part-time worker,(2) Female,12,(4) Disagree,13,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,22.22222222223,Full-time,Female
(2) Part-time worker,(2) Female,4,(1) Strongly agree,9,Part-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,11,Full-time,Female
(1) Full-time worker,(2) Female,11,(2) Agree,10.04,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,13.03,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,11,(1) Strongly agree,27.3625,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,9,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.66666666667,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11,Full-time,Female
(2) Part-time worker,(1) Male,10,(3) Neither agree nor disagree,22.756,Part-time,Male
(1) Full-time worker,(2) Female,10,(1) Strongly agree,20,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,12,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,7,(2) Agree,4.97025,Full-time,Female
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,14,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,7.3,Part-time,Female
(1) Full-time worker,(2) Female,NA,NA,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17.68,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,8.25,Full-time,Female
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,16,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.28571428572,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,11.25,Full-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,19.44444444445,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,(2) Female,NA,(1) Strongly agree,NA,NA,Female
(1) Full-time worker,(2) Female,7,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,18.25,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,10,(1) Strongly agree,15,Part-time,Female
(1) Full-time worker,(1) Male,3,(1) Strongly agree,9.75,Full-time,Male
(1) Full-time worker,(2) Female,8,(1) Strongly agree,13,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,10.78,Part-time,Female
(2) Part-time worker,(2) Female,10,(1) Strongly agree,15.73333333334,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,6,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.63636363637,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,13.88892857143,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,14,Full-time,Female
(1) Full-time worker,(2) Female,3,(2) Agree,13,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,14,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,18.47872340426,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.625,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.73345259392,Full-time,Female
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,1,(2) Agree,11.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,7.5,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,9,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.47368421053,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8.96000000001,Full-time,Female
(1) Full-time worker,(2) Female,7,(1) Strongly agree,10.56,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,8,(2) Agree,29.8,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,12.96296296297,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,15.625,Part-time,Female
(1) Full-time worker,(2) Female,8,(2) Agree,20,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.25,Full-time,Female
(2) Part-time worker,(2) Female,3,(1) Strongly agree,14,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11,Full-time,Female
(2) Part-time worker,(2) Female,12,(5) Strongly disagree,8.15,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.75,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,15.72,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,9.4,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,20.67307692308,Full-time,Female
(2) Part-time worker,(2) Female,5,(2) Agree,13.5,Part-time,Female
(1) Full-time worker,(2) Female,4,(2) Agree,13.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15.39,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(1) Strongly agree,48.61111111112,Full-time,Female
(2) Part-time worker,(2) Female,10,(4) Disagree,9.98,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,13.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,20,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,11.65,Part-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,9.25,Full-time,Female
NA,(2) Female,9,(2) Agree,NA,NA,Female
(1) Full-time worker,(2) Female,10,(2) Agree,17.85714285715,Full-time,Female
(2) Part-time worker,(2) Female,9,(1) Strongly agree,11.36363636364,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,8.56,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,17.25,Full-time,Female
(2) Part-time worker,(2) Female,2,(1) Strongly agree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.25,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,9.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17.68,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,2.84765068818,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,21.66666666667,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12,Part-time,Female
(1) Full-time worker,NA,12,(2) Agree,27,Full-time,NA
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,13.5,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,8.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,15,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,13.25,Full-time,Female
(1) Full-time worker,(2) Female,2,(2) Agree,13.49,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,14.25,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,7,(2) Agree,15,Part-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8.97435897436,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,25,Full-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,13,Part-time,Female
(1) Full-time worker,(2) Female,8,(2) Agree,25.46296296297,Full-time,Female
(1) Full-time worker,(2) Female,10,NA,32.36111111112,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,8.55000000001,Part-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,7.8125,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,14.375,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,15,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,16.66666666667,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,3,(1) Strongly agree,13.43,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,10.1,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,22,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,NA,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,15.5,Part-time,Female
(1) Full-time worker,(1) Male,12,(1) Strongly agree,14,Full-time,Male
(1) Full-time worker,(2) Female,11,NA,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,10,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,27.16049382717,Full-time,Female
(2) Part-time worker,(2) Female,4,(1) Strongly agree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.4,Full-time,Female
(1) Full-time worker,(2) Female,4,(1) Strongly agree,18,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.10000000001,Full-time,Female
(1) Full-time worker,(2) Female,3,NA,NA,Full-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,15.3,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13,Full-time,Female
(1) Full-time worker,(2) Female,NA,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.67521367522,Full-time,Female
